Time_Index,natural_gas,solar_pv,onshore_wind,battery,offshore_wind,natural_gas_ccs,nuclear,fusion,ROR_NY,Res_QC
6985,1,0,0.7355,1,0.6882,1,1,1,0.367986858,0.000154264
6986,1,0,0.7073,1,0.7225,1,1,1,0.367986858,0.000154264
6987,1,0,0.7515,1,0.7337,1,1,1,0.367986858,0.000154264
6988,1,0,0.7108,1,0.7419,1,1,1,0.367986858,0.000154264
6989,1,0,0.7548,1,0.7398,1,1,1,0.367986858,0.000154264
6990,1,0,0.7827,1,0.6902,1,1,1,0.367986858,0.000154264
6991,1,0,0.7721,1,0.6905,1,1,1,0.367986858,0.000154264
6992,1,0,0.7792,1,0.6965,1,1,1,0.367986858,0.000154264
6993,1,0,0.73,1,0.6926,1,1,1,0.367986858,0.000154264
6994,1,0,0.793,1,0.7304,1,1,1,0.367986858,0.000154264
6995,1,0,0.8029,1,0.7428,1,1,1,0.367986858,0.000154264
6996,1,0,0.7564,1,0.7104,1,1,1,0.367986858,0.000154264
6997,1,0.019883,0.7504,1,0.7782,1,1,1,0.367986858,0.000154264
6998,1,0.141549,0.7613,1,0.808,1,1,1,0.367986858,0.000154264
6999,1,0.328626,0.748,1,0.8569,1,1,1,0.367986858,0.000154264
7000,1,0.517192,0.7435,1,0.8821,1,1,1,0.367986858,0.000154264
7001,1,0.611476,0.7479,1,0.8861,1,1,1,0.367986858,0.000154264
7002,1,0.646252,0.6194,1,0.8809,1,1,1,0.367986858,0.000154264
7003,1,0.600714,0.7071,1,0.8853,1,1,1,0.367986858,0.000154264
7004,1,0.499435,0.6758,1,0.8907,1,1,1,0.367986858,0.000154264
7005,1,0.354762,0.7041,1,0.8517,1,1,1,0.367986858,0.000154264
7006,1,0.163698,0.6873,1,0.825,1,1,1,0.367986858,0.000154264
7007,1,0.023581,0.6321,1,0.8216,1,1,1,0.367986858,0.000154264
7008,1,0.0002,0.6156,1,0.7584,1,1,1,0.367986858,0.000154264
7009,1,0,0.6441,1,0.7207,1,1,1,0.367986858,0.000154264
7010,1,0,0.5765,1,0.6799,1,1,1,0.367986858,0.000154264
7011,1,0,0.5749,1,0.6676,1,1,1,0.367986858,0.000154264
7012,1,0,0.5335,1,0.6718,1,1,1,0.367986858,0.000154264
7013,1,0,0.538,1,0.6902,1,1,1,0.367986858,0.000154264
7014,1,0,0.4944,1,0.687,1,1,1,0.367986858,0.000154264
7015,1,0,0.5102,1,0.7381,1,1,1,0.367986858,0.000154264
7016,1,0,0.4484,1,0.6854,1,1,1,0.367986858,0.000154264
7017,1,0,0.368,1,0.6261,1,1,1,0.367986858,0.000154264
7018,1,0,0.3505,1,0.5401,1,1,1,0.367986858,0.000154264
7019,1,0,0.296,1,0.4807,1,1,1,0.367986858,0.000154264
7020,1,0,0.2526,1,0.3482,1,1,1,0.367986858,0.000154264
7021,1,0.016697,0.2645,1,0.2188,1,1,1,0.367986858,0.000154264
7022,1,0.140941,0.1959,1,0.1408,1,1,1,0.367986858,0.000154264
7023,1,0.3145,0.1548,1,0.1061,1,1,1,0.367986858,0.000154264
7024,1,0.514551,0.1177,1,0.0951,1,1,1,0.367986858,0.000154264
7025,1,0.638762,0.1203,1,0.1161,1,1,1,0.367986858,0.000154264
7026,1,0.685018,0.1226,1,0.1344,1,1,1,0.367986858,0.000154264
7027,1,0.620394,0.1282,1,0.1484,1,1,1,0.367986858,0.000154264
7028,1,0.547154,0.101,1,0.1848,1,1,1,0.367986858,0.000154264
7029,1,0.339258,0.101,1,0.2266,1,1,1,0.367986858,0.000154264
7030,1,0.133926,0.0693,1,0.3,1,1,1,0.367986858,0.000154264
7031,1,0.024189,0.076,1,0.3648,1,1,1,0.367986858,0.000154264
7032,1,0.0002,0.1491,1,0.4334,1,1,1,0.367986858,0.000154264
7033,1,0,0.1562,1,0.4637,1,1,1,0.367986858,0.000154264
7034,1,0,0.187,1,0.4542,1,1,1,0.367986858,0.000154264
7035,1,0,0.1797,1,0.4607,1,1,1,0.367986858,0.000154264
7036,1,0,0.2244,1,0.4534,1,1,1,0.367986858,0.000154264
7037,1,0,0.2421,1,0.3724,1,1,1,0.367986858,0.000154264
7038,1,0,0.2485,1,0.3197,1,1,1,0.367986858,0.000154264
7039,1,0,0.2466,1,0.2944,1,1,1,0.367986858,0.000154264
7040,1,0,0.204,1,0.3541,1,1,1,0.367986858,0.000154264
7041,1,0,0.1131,1,0.4311,1,1,1,0.367986858,0.000154264
7042,1,0,0.0604,1,0.4446,1,1,1,0.367986858,0.000154264
7043,1,0,0.0222,1,0.4595,1,1,1,0.367986858,0.000154264
7044,1,0,0.0233,1,0.3875,1,1,1,0.367986858,0.000154264
7045,1,0.013188,0.0223,1,0.3577,1,1,1,0.367986858,0.000154264
7046,1,0.104888,0.0419,1,0.4264,1,1,1,0.367986858,0.000154264
7047,1,0.25995,0.0624,1,0.468,1,1,1,0.367986858,0.000154264
7048,1,0.442756,0.0816,1,0.5034,1,1,1,0.367986858,0.000154264
7049,1,0.605787,0.0931,1,0.551,1,1,1,0.367986858,0.000154264
7050,1,0.584351,0.15,1,0.6406,1,1,1,0.367986858,0.000154264
7051,1,0.570336,0.2278,1,0.6944,1,1,1,0.367986858,0.000154264
7052,1,0.454161,0.3267,1,0.746,1,1,1,0.367986858,0.000154264
7053,1,0.288309,0.3279,1,0.7712,1,1,1,0.367986858,0.000154264
7054,1,0.110327,0.3574,1,0.8144,1,1,1,0.367986858,0.000154264
7055,1,0.014626,0.3258,1,0.8153,1,1,1,0.367986858,0.000154264
7056,1,0.0002,0.2909,1,0.8403,1,1,1,0.367986858,0.000154264
7057,1,0,0.2633,1,0.8638,1,1,1,0.367986858,0.000154264
7058,1,0,0.292,1,0.8778,1,1,1,0.367986858,0.000154264
7059,1,0,0.2825,1,0.8965,1,1,1,0.367986858,0.000154264
7060,1,0,0.3152,1,0.9125,1,1,1,0.367986858,0.000154264
7061,1,0,0.3502,1,0.911,1,1,1,0.367986858,0.000154264
7062,1,0,0.3126,1,0.9173,1,1,1,0.367986858,0.000154264
7063,1,0,0.3533,1,0.9193,1,1,1,0.367986858,0.000154264
7064,1,0,0.4762,1,0.9181,1,1,1,0.367986858,0.000154264
7065,1,0,0.4054,1,0.8789,1,1,1,0.367986858,0.000154264
7066,1,0,0.3107,1,0.6971,1,1,1,0.367986858,0.000154264
7067,1,0,0.2164,1,0.6638,1,1,1,0.367986858,0.000154264
7068,1,0,0.1779,1,0.5991,1,1,1,0.367986858,0.000154264
7069,1,0.013193,0.1604,1,0.4952,1,1,1,0.367986858,0.000154264
7070,1,0.104862,0.2012,1,0.4415,1,1,1,0.367986858,0.000154264
7071,1,0.271202,0.1913,1,0.3843,1,1,1,0.367986858,0.000154264
7072,1,0.437328,0.195,1,0.3103,1,1,1,0.367986858,0.000154264
7073,1,0.550124,0.2527,1,0.3063,1,1,1,0.367986858,0.000154264
7074,1,0.570863,0.306,1,0.2908,1,1,1,0.367986858,0.000154264
7075,1,0.486319,0.3821,1,0.3225,1,1,1,0.367986858,0.000154264
7076,1,0.36132,0.5672,1,0.2763,1,1,1,0.367986858,0.000154264
7077,1,0.276374,0.6775,1,0.2676,1,1,1,0.367986858,0.000154264
7078,1,0.130774,0.659,1,0.2513,1,1,1,0.367986858,0.000154264
7079,1,0.020185,0.573,1,0.2352,1,1,1,0.367986858,0.000154264
7080,1,0.0002,0.497,1,0.2592,1,1,1,0.367986858,0.000154264
7081,1,0,0.4297,1,0.2402,1,1,1,0.367986858,0.000154264
7082,1,0,0.3531,1,0.277,1,1,1,0.367986858,0.000154264
7083,1,0,0.3203,1,0.3072,1,1,1,0.367986858,0.000154264
7084,1,0,0.2867,1,0.2913,1,1,1,0.367986858,0.000154264
7085,1,0,0.2109,1,0.3571,1,1,1,0.367986858,0.000154264
7086,1,0,0.2479,1,0.3359,1,1,1,0.367986858,0.000154264
7087,1,0,0.2124,1,0.3139,1,1,1,0.367986858,0.000154264
7088,1,0,0.1725,1,0.2783,1,1,1,0.367986858,0.000154264
7089,1,0,0.1599,1,0.2687,1,1,1,0.367986858,0.000154264
7090,1,0,0.0789,1,0.2025,1,1,1,0.367986858,0.000154264
7091,1,0,0.0495,1,0.1741,1,1,1,0.367986858,0.000154264
7092,1,0,0.0472,1,0.155,1,1,1,0.367986858,0.000154264
7093,1,0.012339,0.0475,1,0.1362,1,1,1,0.367986858,0.000154264
7094,1,0.086311,0.0557,1,0.1209,1,1,1,0.367986858,0.000154264
7095,1,0.232503,0.0831,1,0.1117,1,1,1,0.367986858,0.000154264
7096,1,0.355355,0.1127,1,0.1134,1,1,1,0.367986858,0.000154264
7097,1,0.488565,0.1168,1,0.1451,1,1,1,0.367986858,0.000154264
7098,1,0.60257,0.1712,1,0.1727,1,1,1,0.367986858,0.000154264
7099,1,0.595737,0.2212,1,0.2055,1,1,1,0.367986858,0.000154264
7100,1,0.502452,0.235,1,0.2529,1,1,1,0.367986858,0.000154264
7101,1,0.353225,0.2858,1,0.316,1,1,1,0.367986858,0.000154264
7102,1,0.127657,0.287,1,0.3693,1,1,1,0.367986858,0.000154264
7103,1,0.019202,0.3724,1,0.392,1,1,1,0.367986858,0.000154264
7104,1,0.0002,0.3569,1,0.4065,1,1,1,0.367986858,0.000154264
7105,1,0,0.4052,1,0.3384,1,1,1,0.367986858,0.000154264
7106,1,0,0.4148,1,0.2728,1,1,1,0.367986858,0.000154264
7107,1,0,0.4345,1,0.2591,1,1,1,0.367986858,0.000154264
7108,1,0,0.5091,1,0.2764,1,1,1,0.367986858,0.000154264
7109,1,0,0.4904,1,0.3119,1,1,1,0.367986858,0.000154264
7110,1,0,0.6025,1,0.3165,1,1,1,0.367986858,0.000154264
7111,1,0,0.7191,1,0.3423,1,1,1,0.367986858,0.000154264
7112,1,0,0.7729,1,0.3833,1,1,1,0.367986858,0.000154264
7113,1,0,0.7352,1,0.3849,1,1,1,0.367986858,0.000154264
7114,1,0,0.7493,1,0.3864,1,1,1,0.367986858,0.000154264
7115,1,0,0.6874,1,0.3518,1,1,1,0.367986858,0.000154264
7116,1,0,0.7294,1,0.2967,1,1,1,0.367986858,0.000154264
7117,1,0.014399,0.7814,1,0.2333,1,1,1,0.367986858,0.000154264
7118,1,0.141993,0.7741,1,0.2012,1,1,1,0.367986858,0.000154264
7119,1,0.35713,0.686,1,0.1844,1,1,1,0.367986858,0.000154264
7120,1,0.579615,0.7229,1,0.1971,1,1,1,0.367986858,0.000154264
7121,1,0.692326,0.7591,1,0.2055,1,1,1,0.367986858,0.000154264
7122,1,0.66942,0.6874,1,0.2263,1,1,1,0.367986858,0.000154264
7123,1,0.613398,0.6897,1,0.2498,1,1,1,0.367986858,0.000154264
7124,1,0.548498,0.6512,1,0.2674,1,1,1,0.367986858,0.000154264
7125,1,0.321405,0.6648,1,0.2631,1,1,1,0.367986858,0.000154264
7126,1,0.116784,0.648,1,0.2402,1,1,1,0.367986858,0.000154264
7127,1,0.021012,0.6893,1,0.2237,1,1,1,0.367986858,0.000154264
7128,1,0.0002,0.6792,1,0.1918,1,1,1,0.367986858,0.000154264
7129,1,0,0.666,1,0.1736,1,1,1,0.367986858,0.000154264
7130,1,0,0.6499,1,0.1525,1,1,1,0.367986858,0.000154264
7131,1,0,0.5491,1,0.1219,1,1,1,0.367986858,0.000154264
7132,1,0,0.5538,1,0.1057,1,1,1,0.367986858,0.000154264
7133,1,0,0.4587,1,0.1198,1,1,1,0.367986858,0.000154264
7134,1,0,0.3559,1,0.202,1,1,1,0.367986858,0.000154264
7135,1,0,0.3505,1,0.3227,1,1,1,0.367986858,0.000154264
7136,1,0,0.283,1,0.4699,1,1,1,0.367986858,0.000154264
7137,1,0,0.222,1,0.5505,1,1,1,0.367986858,0.000154264
7138,1,0,0.1302,1,0.627,1,1,1,0.367986858,0.000154264
7139,1,0,0.0869,1,0.637,1,1,1,0.367986858,0.000154264
7140,1,0,0.0832,1,0.6388,1,1,1,0.367986858,0.000154264
7141,1,0.004026,0.0673,1,0.6325,1,1,1,0.367986858,0.000154264
7142,1,0.023297,0.0619,1,0.6516,1,1,1,0.367986858,0.000154264
7143,1,0.042487,0.0615,1,0.6505,1,1,1,0.367986858,0.000154264
7144,1,0.080249,0.0978,1,0.6946,1,1,1,0.367986858,0.000154264
7145,1,0.114399,0.1033,1,0.6811,1,1,1,0.367986858,0.000154264
7146,1,0.13271,0.1184,1,0.7025,1,1,1,0.367986858,0.000154264
7147,1,0.141478,0.1275,1,0.6601,1,1,1,0.367986858,0.000154264
7148,1,0.110861,0.1571,1,0.6411,1,1,1,0.367986858,0.000154264
7149,1,0.06654,0.2015,1,0.6955,1,1,1,0.367986858,0.000154264
7150,1,0.039084,0.186,1,0.6602,1,1,1,0.367986858,0.000154264
7151,1,0.009635,0.1688,1,0.6598,1,1,1,0.367986858,0.000154264
7152,1,0.0002,0.1713,1,0.5807,1,1,1,0.367986858,0.000154264
7153,1,0,0.1763,1,0.5203,1,1,1,0.367986858,0.000154264
7154,1,0,0.1583,1,0.5074,1,1,1,0.367986858,0.000154264
7155,1,0,0.1627,1,0.5959,1,1,1,0.367986858,0.000154264
7156,1,0,0.2492,1,0.7107,1,1,1,0.367986858,0.000154264
7157,1,0,0.2817,1,0.7794,1,1,1,0.367986858,0.000154264
7158,1,0,0.3115,1,0.8063,1,1,1,0.367986858,0.000154264
7159,1,0,0.322,1,0.8421,1,1,1,0.367986858,0.000154264
7160,1,0,0.3588,1,0.861,1,1,1,0.367986858,0.000154264
7161,1,0,0.3673,1,0.8751,1,1,1,0.367986858,0.000154264
7162,1,0,0.3672,1,0.8777,1,1,1,0.367986858,0.000154264
7163,1,0,0.3569,1,0.8866,1,1,1,0.367986858,0.000154264
7164,1,0,0.3823,1,0.89,1,1,1,0.367986858,0.000154264
7165,1,0.003961,0.3795,1,0.8975,1,1,1,0.367986858,0.000154264
7166,1,0.01405,0.3655,1,0.8984,1,1,1,0.367986858,0.000154264
7167,1,0.040603,0.3958,1,0.8989,1,1,1,0.367986858,0.000154264
7168,1,0.058396,0.399,1,0.8857,1,1,1,0.367986858,0.000154264
7169,1,0.092235,0.4171,1,0.849,1,1,1,0.367986858,0.000154264
7170,1,0.078618,0.4721,1,0.8151,1,1,1,0.367986858,0.000154264
7171,1,0.077179,0.5248,1,0.8208,1,1,1,0.367986858,0.000154264
7172,1,0.153856,0.5933,1,0.8345,1,1,1,0.367986858,0.000154264
7173,1,0.047849,0.6046,1,0.8527,1,1,1,0.367986858,0.000154264
7174,1,0.022384,0.6355,1,0.8261,1,1,1,0.367986858,0.000154264
7175,1,0.005076,0.6958,1,0.863,1,1,1,0.367986858,0.000154264
7176,1,0.0002,0.6638,1,0.8271,1,1,1,0.367986858,0.000154264
7177,1,0,0.6543,1,0.8312,1,1,1,0.367986858,0.000154264
7178,1,0,0.5991,1,0.8617,1,1,1,0.367986858,0.000154264
7179,1,0,0.5907,1,0.8409,1,1,1,0.367986858,0.000154264
7180,1,0,0.6335,1,0.8363,1,1,1,0.367986858,0.000154264
7181,1,0,0.689,1,0.8485,1,1,1,0.367986858,0.000154264
7182,1,0,0.6876,1,0.8787,1,1,1,0.367986858,0.000154264
7183,1,0,0.6344,1,0.8857,1,1,1,0.367986858,0.000154264
7184,1,0,0.6156,1,0.8773,1,1,1,0.367986858,0.000154264
7185,1,0,0.674,1,0.8786,1,1,1,0.367986858,0.000154264
7186,1,0,0.634,1,0.8784,1,1,1,0.367986858,0.000154264
7187,1,0,0.6827,1,0.889,1,1,1,0.367986858,0.000154264
7188,1,0,0.6549,1,0.8874,1,1,1,0.367986858,0.000154264
7189,1,0.004768,0.7104,1,0.8955,1,1,1,0.367986858,0.000154264
7190,1,0.031303,0.7136,1,0.8961,1,1,1,0.367986858,0.000154264
7191,1,0.044213,0.6716,1,0.8978,1,1,1,0.367986858,0.000154264
7192,1,0.090091,0.6803,1,0.898,1,1,1,0.367986858,0.000154264
7193,1,0.113248,0.6522,1,0.898,1,1,1,0.367986858,0.000154264
7194,1,0.146874,0.6251,1,0.8983,1,1,1,0.367986858,0.000154264
7195,1,0.134414,0.6998,1,0.8986,1,1,1,0.367986858,0.000154264
7196,1,0.11752,0.6419,1,0.8994,1,1,1,0.367986858,0.000154264
7197,1,0.117911,0.6356,1,0.8985,1,1,1,0.367986858,0.000154264
7198,1,0.072948,0.5401,1,0.8989,1,1,1,0.367986858,0.000154264
7199,1,0.011801,0.5634,1,0.8985,1,1,1,0.367986858,0.000154264
7200,1,0.0002,0.5218,1,0.8983,1,1,1,0.367986858,0.000154264
7201,1,0,0.4727,1,0.8959,1,1,1,0.367986858,0.000154264
7202,1,0,0.4704,1,0.8963,1,1,1,0.367986858,0.000154264
7203,1,0,0.4525,1,0.8975,1,1,1,0.367986858,0.000154264
7204,1,0,0.4624,1,0.8988,1,1,1,0.367986858,0.000154264
7205,1,0,0.5054,1,0.899,1,1,1,0.367986858,0.000154264
7206,1,0,0.4628,1,0.9009,1,1,1,0.367986858,0.000154264
7207,1,0,0.4405,1,0.9014,1,1,1,0.367986858,0.000154264
7208,1,0,0.334,1,0.8937,1,1,1,0.367986858,0.000154264
7209,1,0,0.3165,1,0.8828,1,1,1,0.367986858,0.000154264
7210,1,0,0.3066,1,0.8726,1,1,1,0.367986858,0.000154264
7211,1,0,0.2736,1,0.854,1,1,1,0.367986858,0.000154264
7212,1,0,0.2147,1,0.8584,1,1,1,0.367986858,0.000154264
7213,1,0.0086,0.1791,1,0.8485,1,1,1,0.367986858,0.000154264
7214,1,0.086818,0.1667,1,0.862,1,1,1,0.367986858,0.000154264
7215,1,0.202903,0.1616,1,0.861,1,1,1,0.367986858,0.000154264
7216,1,0.288092,0.1447,1,0.8485,1,1,1,0.367986858,0.000154264
7217,1,0.362778,0.137,1,0.8284,1,1,1,0.367986858,0.000154264
7218,1,0.369309,0.1256,1,0.797,1,1,1,0.367986858,0.000154264
7219,1,0.368788,0.2004,1,0.7585,1,1,1,0.367986858,0.000154264
7220,1,0.32443,0.2763,1,0.7606,1,1,1,0.367986858,0.000154264
7221,1,0.230807,0.2922,1,0.7568,1,1,1,0.367986858,0.000154264
7222,1,0.114207,0.3386,1,0.7384,1,1,1,0.367986858,0.000154264
7223,1,0.015959,0.3741,1,0.7149,1,1,1,0.367986858,0.000154264
7224,1,0.0002,0.3169,1,0.6575,1,1,1,0.367986858,0.000154264
7225,1,0,0.2679,1,0.5906,1,1,1,0.367986858,0.000154264
7226,1,0,0.2538,1,0.5412,1,1,1,0.367986858,0.000154264
7227,1,0,0.265,1,0.5052,1,1,1,0.367986858,0.000154264
7228,1,0,0.2845,1,0.4351,1,1,1,0.367986858,0.000154264
7229,1,0,0.2869,1,0.4612,1,1,1,0.367986858,0.000154264
7230,1,0,0.2858,1,0.4889,1,1,1,0.367986858,0.000154264
7231,1,0,0.2693,1,0.4189,1,1,1,0.367986858,0.000154264
7232,1,0,0.3073,1,0.3753,1,1,1,0.367986858,0.000154264
7233,1,0,0.2374,1,0.3281,1,1,1,0.367986858,0.000154264
7234,1,0,0.1911,1,0.3009,1,1,1,0.367986858,0.000154264
7235,1,0,0.1304,1,0.2901,1,1,1,0.367986858,0.000154264
7236,1,0,0.0886,1,0.3083,1,1,1,0.367986858,0.000154264
7237,1,0.007802,0.087,1,0.3032,1,1,1,0.367986858,0.000154264
7238,1,0.10062,0.0735,1,0.337,1,1,1,0.367986858,0.000154264
7239,1,0.226961,0.0695,1,0.4416,1,1,1,0.367986858,0.000154264
7240,1,0.291415,0.0756,1,0.4711,1,1,1,0.367986858,0.000154264
7241,1,0.363866,0.0788,1,0.4958,1,1,1,0.367986858,0.000154264
7242,1,0.378459,0.1201,1,0.4364,1,1,1,0.367986858,0.000154264
7243,1,0.357211,0.1869,1,0.4536,1,1,1,0.367986858,0.000154264
7244,1,0.319739,0.2825,1,0.4742,1,1,1,0.367986858,0.000154264
7245,1,0.194113,0.3324,1,0.5253,1,1,1,0.367986858,0.000154264
7246,1,0.091321,0.3288,1,0.5047,1,1,1,0.367986858,0.000154264
7247,1,0.010798,0.4027,1,0.5576,1,1,1,0.367986858,0.000154264
7248,1,0.0002,0.3546,1,0.6558,1,1,1,0.367986858,0.000154264
7249,1,0,0.3382,1,0.7068,1,1,1,0.367986858,0.000154264
7250,1,0,0.3448,1,0.7166,1,1,1,0.367986858,0.000154264
7251,1,0,0.2484,1,0.7403,1,1,1,0.367986858,0.000154264
7252,1,0,0.2318,1,0.7328,1,1,1,0.367986858,0.000154264
7253,1,0,0.1946,1,0.774,1,1,1,0.367986858,0.000154264
7254,1,0,0.1832,1,0.7695,1,1,1,0.367986858,0.000154264
7255,1,0,0.1948,1,0.7767,1,1,1,0.367986858,0.000154264
7256,1,0,0.2043,1,0.7971,1,1,1,0.367986858,0.000154264
7257,1,0,0.2636,1,0.8086,1,1,1,0.367986858,0.000154264
7258,1,0,0.2509,1,0.8151,1,1,1,0.367986858,0.000154264
7259,1,0,0.2501,1,0.8203,1,1,1,0.367986858,0.000154264
7260,1,0,0.2227,1,0.8087,1,1,1,0.367986858,0.000154264
7261,1,0.00336,0.2121,1,0.8152,1,1,1,0.367986858,0.000154264
7262,1,0.021925,0.228,1,0.8144,1,1,1,0.367986858,0.000154264
7263,1,0.04252,0.2293,1,0.7818,1,1,1,0.367986858,0.000154264
7264,1,0.063391,0.2282,1,0.8288,1,1,1,0.367986858,0.000154264
7265,1,0.100972,0.2496,1,0.8266,1,1,1,0.367986858,0.000154264
7266,1,0.107864,0.2561,1,0.8632,1,1,1,0.367986858,0.000154264
7267,1,0.069746,0.3222,1,0.8698,1,1,1,0.367986858,0.000154264
7268,1,0.061982,0.368,1,0.8896,1,1,1,0.367986858,0.000154264
7269,1,0.044132,0.4047,1,0.8801,1,1,1,0.367986858,0.000154264
7270,1,0.028985,0.4609,1,0.8843,1,1,1,0.367986858,0.000154264
7271,1,0.005078,0.4442,1,0.8641,1,1,1,0.367986858,0.000154264
7272,1,0.0002,0.4452,1,0.8449,1,1,1,0.367986858,0.000154264
7273,1,0,0.4652,1,0.8128,1,1,1,0.367986858,0.000154264
7274,1,0,0.5369,1,0.6857,1,1,1,0.367986858,0.000154264
7275,1,0,0.5773,1,0.6036,1,1,1,0.367986858,0.000154264
7276,1,0,0.6145,1,0.6075,1,1,1,0.367986858,0.000154264
7277,1,0,0.6391,1,0.6512,1,1,1,0.367986858,0.000154264
7278,1,0,0.7222,1,0.7239,1,1,1,0.367986858,0.000154264
7279,1,0,0.7576,1,0.717,1,1,1,0.367986858,0.000154264
7280,1,0,0.7853,1,0.7206,1,1,1,0.367986858,0.000154264
7281,1,0,0.7887,1,0.7129,1,1,1,0.367986858,0.000154264
7282,1,0,0.766,1,0.7614,1,1,1,0.367986858,0.000154264
7283,1,0,0.7319,1,0.8157,1,1,1,0.367986858,0.000154264
7284,1,0,0.7026,1,0.8032,1,1,1,0.367986858,0.000154264
7285,1,0.004724,0.7069,1,0.8014,1,1,1,0.367986858,0.000154264
7286,1,0.066683,0.6678,1,0.7848,1,1,1,0.367986858,0.000154264
7287,1,0.221646,0.6809,1,0.7745,1,1,1,0.367986858,0.000154264
7288,1,0.377913,0.6832,1,0.6809,1,1,1,0.367986858,0.000154264
7289,1,0.538831,0.6566,1,0.5447,1,1,1,0.367986858,0.000154264
7290,1,0.556935,0.6038,1,0.5647,1,1,1,0.367986858,0.000154264
7291,1,0.36408,0.5706,1,0.5915,1,1,1,0.367986858,0.000154264
7292,1,0.333144,0.6551,1,0.6318,1,1,1,0.367986858,0.000154264
7293,1,0.225991,0.5881,1,0.7246,1,1,1,0.367986858,0.000154264
7294,1,0.083418,0.4984,1,0.7129,1,1,1,0.367986858,0.000154264
7295,1,0.009004,0.4704,1,0.7328,1,1,1,0.367986858,0.000154264
7296,1,0.0002,0.4808,1,0.7197,1,1,1,0.367986858,0.000154264
7297,1,0,0.5935,1,0.7586,1,1,1,0.440731141,0.000124684
7298,1,0,0.5634,1,0.7545,1,1,1,0.440731141,0.000124684
7299,1,0,0.5351,1,0.7684,1,1,1,0.440731141,0.000124684
7300,1,0,0.5625,1,0.7747,1,1,1,0.440731141,0.000124684
7301,1,0,0.5554,1,0.7891,1,1,1,0.440731141,0.000124684
7302,1,0,0.6054,1,0.7888,1,1,1,0.440731141,0.000124684
7303,1,0,0.6329,1,0.784,1,1,1,0.440731141,0.000124684
7304,1,0,0.6659,1,0.7796,1,1,1,0.440731141,0.000124684
7305,1,0,0.6426,1,0.7982,1,1,1,0.440731141,0.000124684
7306,1,0,0.6302,1,0.7965,1,1,1,0.440731141,0.000124684
7307,1,0,0.6882,1,0.8235,1,1,1,0.440731141,0.000124684
7308,1,0,0.8333,1,0.8146,1,1,1,0.440731141,0.000124684
7309,1,0.007406,0.8669,1,0.7899,1,1,1,0.440731141,0.000124684
7310,1,0.085099,0.8737,1,0.747,1,1,1,0.440731141,0.000124684
7311,1,0.276627,0.868,1,0.6122,1,1,1,0.440731141,0.000124684
7312,1,0.490167,0.86,1,0.4847,1,1,1,0.440731141,0.000124684
7313,1,0.607585,0.8426,1,0.3787,1,1,1,0.440731141,0.000124684
7314,1,0.671395,0.7793,1,0.3701,1,1,1,0.440731141,0.000124684
7315,1,0.624923,0.7186,1,0.3421,1,1,1,0.440731141,0.000124684
7316,1,0.518036,0.6886,1,0.3425,1,1,1,0.440731141,0.000124684
7317,1,0.338491,0.6266,1,0.3412,1,1,1,0.440731141,0.000124684
7318,1,0.133417,0.6319,1,0.3298,1,1,1,0.440731141,0.000124684
7319,1,0.012412,0.5723,1,0.3464,1,1,1,0.440731141,0.000124684
7320,1,0,0.6241,1,0.3275,1,1,1,0.440731141,0.000124684
7321,1,0,0.6344,1,0.3192,1,1,1,0.440731141,0.000124684
7322,1,0,0.6126,1,0.3573,1,1,1,0.440731141,0.000124684
7323,1,0,0.6429,1,0.3501,1,1,1,0.440731141,0.000124684
7324,1,0,0.6246,1,0.3059,1,1,1,0.440731141,0.000124684
7325,1,0,0.6324,1,0.2588,1,1,1,0.440731141,0.000124684
7326,1,0,0.6163,1,0.2005,1,1,1,0.440731141,0.000124684
7327,1,0,0.5047,1,0.1468,1,1,1,0.440731141,0.000124684
7328,1,0,0.413,1,0.1118,1,1,1,0.440731141,0.000124684
7329,1,0,0.2963,1,0.0974,1,1,1,0.440731141,0.000124684
7330,1,0,0.2006,1,0.0979,1,1,1,0.440731141,0.000124684
7331,1,0,0.1877,1,0.1142,1,1,1,0.440731141,0.000124684
7332,1,0,0.1886,1,0.1423,1,1,1,0.440731141,0.000124684
7333,1,0.004872,0.2037,1,0.1729,1,1,1,0.440731141,0.000124684
7334,1,0.082324,0.2233,1,0.2045,1,1,1,0.440731141,0.000124684
7335,1,0.262627,0.1586,1,0.2478,1,1,1,0.440731141,0.000124684
7336,1,0.392879,0.2187,1,0.2615,1,1,1,0.440731141,0.000124684
7337,1,0.407542,0.2016,1,0.2317,1,1,1,0.440731141,0.000124684
7338,1,0.343111,0.125,1,0.2539,1,1,1,0.440731141,0.000124684
7339,1,0.229401,0.153,1,0.2762,1,1,1,0.440731141,0.000124684
7340,1,0.175796,0.2203,1,0.2971,1,1,1,0.440731141,0.000124684
7341,1,0.122528,0.2223,1,0.3314,1,1,1,0.440731141,0.000124684
7342,1,0.064813,0.2099,1,0.3204,1,1,1,0.440731141,0.000124684
7343,1,0.006,0.1931,1,0.3516,1,1,1,0.440731141,0.000124684
7344,1,0,0.2851,1,0.3455,1,1,1,0.440731141,0.000124684
7345,1,0,0.273,1,0.3144,1,1,1,0.440731141,0.000124684
7346,1,0,0.3586,1,0.2803,1,1,1,0.440731141,0.000124684
7347,1,0,0.2759,1,0.2726,1,1,1,0.440731141,0.000124684
7348,1,0,0.2449,1,0.2194,1,1,1,0.440731141,0.000124684
